公历日期,星期,农历年,农历月,农历日,年干支,属相,闰月,月干支,日干支,节气,节气时间,公历节日,农历节日,特殊节日,数九数伏
2022/2/10,星期四,2022,正月,初十 ,壬寅,虎,0,壬寅,甲午,,,,,,六九第七天
2022/2/11,星期五,2022,正月,十一,壬寅,虎,0,壬寅,乙未,,,,,,六九第八天
2022/2/12,星期六,2022,正月,十二,壬寅,虎,0,壬寅,丙申,,,,,,六九第九天
2022/2/13,星期日,2022,正月,十三,壬寅,虎,0,壬寅,丁酉,,,,,,七九第一天
2022/2/14,星期一,2022,正月,十四,壬寅,虎,0,壬寅,戊戌,,,情人节,,,七九第二天
2022/2/15,星期二,2022,正月,十五,壬寅,虎,0,壬寅,己亥,,,,元宵节,,七九第三天
2022/2/16,星期三,2022,正月,十六,壬寅,虎,0,壬寅,庚子,,,,,,七九第四天
2022/2/17,星期四,2022,正月,十七,壬寅,虎,0,壬寅,辛丑,,,,,,七九第五天
2022/2/18,星期五,2022,正月,十八,壬寅,虎,0,壬寅,壬寅,,,,,,七九第六天
2022/2/19,星期六,2022,正月,十九,壬寅,虎,0,壬寅,癸卯,雨水,0:42:50,,,,七九第七天
2022/2/20,星期日,2022,正月,二十,壬寅,虎,0,壬寅,甲辰,,,,,,七九第八天
2022/2/21,星期一,2022,正月,廿一,壬寅,虎,0,壬寅,乙巳,,,,,,七九第九天
2022/2/22,星期二,2022,正月,廿二,壬寅,虎,0,壬寅,丙午,,,,,,八九第一天
2022/2/23,星期三,2022,正月,廿三,壬寅,虎,0,壬寅,丁未,,,,,,八九第二天
2022/2/24,星期四,2022,正月,廿四,壬寅,虎,0,壬寅,戊申,,,,,,八九第三天
2022/2/25,星期五,2022,正月,廿五,壬寅,虎,0,壬寅,己酉,,,,,,八九第四天
2022/2/26,星期六,2022,正月,廿六,壬寅,虎,0,壬寅,庚戌,,,,,,八九第五天
2022/2/27,星期日,2022,正月,廿七,壬寅,虎,0,壬寅,辛亥,,,,,,八九第六天
2022/2/28,星期一,2022,正月,廿八,壬寅,虎,0,壬寅,壬子,,,,,,八九第七天
2022/3/1,星期二,2022,正月,廿九,壬寅,虎,0,壬寅,癸丑,,,,,,八九第八天
2022/3/2,星期三,2022,正月,三十,壬寅,虎,0,壬寅,甲寅,,,,,,八九第九天
2022/3/3,星期四,2022,二月,初一,壬寅,虎,0,壬寅,乙卯,,,,,,九九第一天
2022/3/4,星期五,2022,二月,初二,壬寅,虎,0,壬寅,丙辰,,,,龙抬头,,九九第二天
2022/3/5,星期六,2022,二月,初三,壬寅,虎,0,癸卯,丁巳,惊蛰,22:43:34,,,,九九第三天
2022/3/6,星期日,2022,二月,初四,壬寅,虎,0,癸卯,戊午,,,,,,九九第四天
2022/3/7,星期一,2022,二月,初五,壬寅,虎,0,癸卯,己未,,,,,,九九第五天
2022/3/8,星期二,2022,二月,初六,壬寅,虎,0,癸卯,庚申,,,妇女节,,,九九第六天
2022/3/9,星期三,2022,二月,初七,壬寅,虎,0,癸卯,辛酉,,,,,,九九第七天
2022/3/10,星期四,2022,二月,初八,壬寅,虎,0,癸卯,壬戌,,,,,,九九第八天
2022/3/11,星期五,2022,二月,初九,壬寅,虎,0,癸卯,癸亥,,,,,,九九第九天
2022/3/12,星期六,2022,二月,初十 ,壬寅,虎,0,癸卯,甲子,,,植树节,,,
2022/3/13,星期日,2022,二月,十一,壬寅,虎,0,癸卯,乙丑,,,,,,
2022/3/14,星期一,2022,二月,十二,壬寅,虎,0,癸卯,丙寅,,,,,,
2022/3/15,星期二,2022,二月,十三,壬寅,虎,0,癸卯,丁卯,,,,,,
2022/3/16,星期三,2022,二月,十四,壬寅,虎,0,癸卯,戊辰,,,,,,
2022/3/17,星期四,2022,二月,十五,壬寅,虎,0,癸卯,己巳,,,,,,
2022/3/18,星期五,2022,二月,十六,壬寅,虎,0,癸卯,庚午,,,,,,
2022/3/19,星期六,2022,二月,十七,壬寅,虎,0,癸卯,辛未,,,,,,
2022/3/20,星期日,2022,二月,十八,壬寅,虎,0,癸卯,壬申,春分,23:33:15,,,,
2022/3/21,星期一,2022,二月,十九,壬寅,虎,0,癸卯,癸酉,,,,,,
2022/3/22,星期二,2022,二月,二十,壬寅,虎,0,癸卯,甲戌,,,,,,
2022/3/23,星期三,2022,二月,廿一,壬寅,虎,0,癸卯,乙亥,,,,,,
2022/3/24,星期四,2022,二月,廿二,壬寅,虎,0,癸卯,丙子,,,,,,
2022/3/25,星期五,2022,二月,廿三,壬寅,虎,0,癸卯,丁丑,,,,,,
2022/3/26,星期六,2022,二月,廿四,壬寅,虎,0,癸卯,戊寅,,,,,,
2022/3/27,星期日,2022,二月,廿五,壬寅,虎,0,癸卯,己卯,,,,,,
2022/3/28,星期一,2022,二月,廿六,壬寅,虎,0,癸卯,庚辰,,,,,,
2022/3/29,星期二,2022,二月,廿七,壬寅,虎,0,癸卯,辛巳,,,,,,
2022/3/30,星期三,2022,二月,廿八,壬寅,虎,0,癸卯,壬午,,,,,,
2022/3/31,星期四,2022,二月,廿九,壬寅,虎,0,癸卯,癸未,,,,,,
2022/4/1,星期五,2022,三月,初一,壬寅,虎,0,癸卯,甲申,,,愚人节,,,
2022/4/2,星期六,2022,三月,初二,壬寅,虎,0,癸卯,乙酉,,,,,,
2022/4/3,星期日,2022,三月,初三,壬寅,虎,0,癸卯,丙戌,,,,,,
2022/4/4,星期一,2022,三月,初四,壬寅,虎,0,癸卯,丁亥,,,,,,
2022/4/5,星期二,2022,三月,初五,壬寅,虎,0,甲辰,戊子,清明,3:20:03,,,,
2022/4/6,星期三,2022,三月,初六,壬寅,虎,0,甲辰,己丑,,,,,,
2022/4/7,星期四,2022,三月,初七,壬寅,虎,0,甲辰,庚寅,,,,,,
2022/4/8,星期五,2022,三月,初八,壬寅,虎,0,甲辰,辛卯,,,,,,
2022/4/9,星期六,2022,三月,初九,壬寅,虎,0,甲辰,壬辰,,,,,,
2022/4/10,星期日,2022,三月,初十 ,壬寅,虎,0,甲辰,癸巳,,,,,,
2022/4/11,星期一,2022,三月,十一,壬寅,虎,0,甲辰,甲午,,,,,,
2022/4/12,星期二,2022,三月,十二,壬寅,虎,0,甲辰,乙未,,,,,,
2022/4/13,星期三,2022,三月,十三,壬寅,虎,0,甲辰,丙申,,,,,,
2022/4/14,星期四,2022,三月,十四,壬寅,虎,0,甲辰,丁酉,,,,,,
2022/4/15,星期五,2022,三月,十五,壬寅,虎,0,甲辰,戊戌,,,,,,
2022/4/16,星期六,2022,三月,十六,壬寅,虎,0,甲辰,己亥,,,,,,
2022/4/17,星期日,2022,三月,十七,壬寅,虎,0,甲辰,庚子,,,,,,
2022/4/18,星期一,2022,三月,十八,壬寅,虎,0,甲辰,辛丑,,,,,,
2022/4/19,星期二,2022,三月,十九,壬寅,虎,0,甲辰,壬寅,,,,,,
2022/4/20,星期三,2022,三月,二十,壬寅,虎,0,甲辰,癸卯,谷雨,10:24:07,,,,
2022/4/21,星期四,2022,三月,廿一,壬寅,虎,0,甲辰,甲辰,,,,,,
2022/4/22,星期五,2022,三月,廿二,壬寅,虎,0,甲辰,乙巳,,,,,,
2022/4/23,星期六,2022,三月,廿三,壬寅,虎,0,甲辰,丙午,,,,,,
2022/4/24,星期日,2022,三月,廿四,壬寅,虎,0,甲辰,丁未,,,,,,
2022/4/25,星期一,2022,三月,廿五,壬寅,虎,0,甲辰,戊申,,,,,,
2022/4/26,星期二,2022,三月,廿六,壬寅,虎,0,甲辰,己酉,,,,,,
2022/4/27,星期三,2022,三月,廿七,壬寅,虎,0,甲辰,庚戌,,,,,,
2022/4/28,星期四,2022,三月,廿八,壬寅,虎,0,甲辰,辛亥,,,,,,
2022/4/29,星期五,2022,三月,廿九,壬寅,虎,0,甲辰,壬子,,,,,,
2022/4/30,星期六,2022,三月,三十,壬寅,虎,0,甲辰,癸丑,,,,,,
2022/5/1,星期日,2022,四月,初一,壬寅,虎,0,甲辰,甲寅,,,劳动节,,,
2022/5/2,星期一,2022,四月,初二,壬寅,虎,0,甲辰,乙卯,,,,,,
2022/5/3,星期二,2022,四月,初三,壬寅,虎,0,甲辰,丙辰,,,,,,
2022/5/4,星期三,2022,四月,初四,壬寅,虎,0,甲辰,丁巳,,,青年节,,,
2022/5/5,星期四,2022,四月,初五,壬寅,虎,0,乙巳,戊午,立夏,20:25:46,,,,
2022/5/6,星期五,2022,四月,初六,壬寅,虎,0,乙巳,己未,,,,,,
2022/5/7,星期六,2022,四月,初七,壬寅,虎,0,乙巳,庚申,,,,,,
2022/5/8,星期日,2022,四月,初八,壬寅,虎,0,乙巳,辛酉,,,,,母亲节,
2022/5/9,星期一,2022,四月,初九,壬寅,虎,0,乙巳,壬戌,,,,,,
2022/5/10,星期二,2022,四月,初十 ,壬寅,虎,0,乙巳,癸亥,,,,,,
2022/5/11,星期三,2022,四月,十一,壬寅,虎,0,乙巳,甲子,,,,,,
2022/5/12,星期四,2022,四月,十二,壬寅,虎,0,乙巳,乙丑,,,,,,
2022/5/13,星期五,2022,四月,十三,壬寅,虎,0,乙巳,丙寅,,,,,,
2022/5/14,星期六,2022,四月,十四,壬寅,虎,0,乙巳,丁卯,,,,,,
2022/5/15,星期日,2022,四月,十五,壬寅,虎,0,乙巳,戊辰,,,,,,
2022/5/16,星期一,2022,四月,十六,壬寅,虎,0,乙巳,己巳,,,,,,
2022/5/17,星期二,2022,四月,十七,壬寅,虎,0,乙巳,庚午,,,,,,
2022/5/18,星期三,2022,四月,十八,壬寅,虎,0,乙巳,辛未,,,,,,
2022/5/19,星期四,2022,四月,十九,壬寅,虎,0,乙巳,壬申,,,,,,
2022/5/20,星期五,2022,四月,二十,壬寅,虎,0,乙巳,癸酉,,,,,,
2022/5/21,星期六,2022,四月,廿一,壬寅,虎,0,乙巳,甲戌,小满,9:22:25,,,,
2022/5/22,星期日,2022,四月,廿二,壬寅,虎,0,乙巳,乙亥,,,,,,
2022/5/23,星期一,2022,四月,廿三,壬寅,虎,0,乙巳,丙子,,,,,,
2022/5/24,星期二,2022,四月,廿四,壬寅,虎,0,乙巳,丁丑,,,,,,
2022/5/25,星期三,2022,四月,廿五,壬寅,虎,0,乙巳,戊寅,,,,,,
2022/5/26,星期四,2022,四月,廿六,壬寅,虎,0,乙巳,己卯,,,,,,
2022/5/27,星期五,2022,四月,廿七,壬寅,虎,0,乙巳,庚辰,,,,,,
2022/5/28,星期六,2022,四月,廿八,壬寅,虎,0,乙巳,辛巳,,,,,,
2022/5/29,星期日,2022,四月,廿九,壬寅,虎,0,乙巳,壬午,,,,,,
2022/5/30,星期一,2022,五月,初一,壬寅,虎,0,乙巳,癸未,,,,,,
2022/5/31,星期二,2022,五月,初二,壬寅,虎,0,乙巳,甲申,,,,,,
2022/6/1,星期三,2022,五月,初三,壬寅,虎,0,乙巳,乙酉,,,儿童节,,,
2022/6/2,星期四,2022,五月,初四,壬寅,虎,0,乙巳,丙戌,,,,,,
2022/6/3,星期五,2022,五月,初五,壬寅,虎,0,乙巳,丁亥,,,,端午节,,
2022/6/4,星期六,2022,五月,初六,壬寅,虎,0,乙巳,戊子,,,,,,
2022/6/5,星期日,2022,五月,初七,壬寅,虎,0,乙巳,己丑,,,,,,
2022/6/6,星期一,2022,五月,初八,壬寅,虎,0,丙午,庚寅,芒种,0:25:37,,,,
2022/6/7,星期二,2022,五月,初九,壬寅,虎,0,丙午,辛卯,,,,,,
2022/6/8,星期三,2022,五月,初十 ,壬寅,虎,0,丙午,壬辰,,,,,,
2022/6/9,星期四,2022,五月,十一,壬寅,虎,0,丙午,癸巳,,,,,,
2022/6/10,星期五,2022,五月,十二,壬寅,虎,0,丙午,甲午,,,,,,
2022/6/11,星期六,2022,五月,十三,壬寅,虎,0,丙午,乙未,,,,,,
2022/6/12,星期日,2022,五月,十四,壬寅,虎,0,丙午,丙申,,,,,,
2022/6/13,星期一,2022,五月,十五,壬寅,虎,0,丙午,丁酉,,,,,,
2022/6/14,星期二,2022,五月,十六,壬寅,虎,0,丙午,戊戌,,,,,,
2022/6/15,星期三,2022,五月,十七,壬寅,虎,0,丙午,己亥,,,,,,
2022/6/16,星期四,2022,五月,十八,壬寅,虎,0,丙午,庚子,,,,,,
2022/6/17,星期五,2022,五月,十九,壬寅,虎,0,丙午,辛丑,,,,,,
2022/6/18,星期六,2022,五月,二十,壬寅,虎,0,丙午,壬寅,,,,,,
2022/6/19,星期日,2022,五月,廿一,壬寅,虎,0,丙午,癸卯,,,,,父亲节,
2022/6/20,星期一,2022,五月,廿二,壬寅,虎,0,丙午,甲辰,,,,,,
2022/6/21,星期二,2022,五月,廿三,壬寅,虎,0,丙午,乙巳,夏至,17:13:40,,,,
2022/6/22,星期三,2022,五月,廿四,壬寅,虎,0,丙午,丙午,,,,,,
2022/6/23,星期四,2022,五月,廿五,壬寅,虎,0,丙午,丁未,,,,,,
2022/6/24,星期五,2022,五月,廿六,壬寅,虎,0,丙午,戊申,,,,,,
2022/6/25,星期六,2022,五月,廿七,壬寅,虎,0,丙午,己酉,,,,,,
2022/6/26,星期日,2022,五月,廿八,壬寅,虎,0,丙午,庚戌,,,,,,
2022/6/27,星期一,2022,五月,廿九,壬寅,虎,0,丙午,辛亥,,,,,,
2022/6/28,星期二,2022,五月,三十,壬寅,虎,0,丙午,壬子,,,,,,
2022/6/29,星期三,2022,六月,初一,壬寅,虎,0,丙午,癸丑,,,,,,
2022/6/30,星期四,2022,六月,初二,壬寅,虎,0,丙午,甲寅,,,,,,
2022/7/1,星期五,2022,六月,初三,壬寅,虎,0,丙午,乙卯,,,建党节,,,
2022/7/2,星期六,2022,六月,初四,壬寅,虎,0,丙午,丙辰,,,,,,
2022/7/3,星期日,2022,六月,初五,壬寅,虎,0,丙午,丁巳,,,,,,
2022/7/4,星期一,2022,六月,初六,壬寅,虎,0,丙午,戊午,,,,,,
2022/7/5,星期二,2022,六月,初七,壬寅,虎,0,丙午,己未,,,,,,
2022/7/6,星期三,2022,六月,初八,壬寅,虎,0,丙午,庚申,,,,,,
2022/7/7,星期四,2022,六月,初九,壬寅,虎,0,丁未,辛酉,小暑,10:37:49,,,,
2022/7/8,星期五,2022,六月,初十 ,壬寅,虎,0,丁未,壬戌,,,,,,
2022/7/9,星期六,2022,六月,十一,壬寅,虎,0,丁未,癸亥,,,,,,
2022/7/10,星期日,2022,六月,十二,壬寅,虎,0,丁未,甲子,,,,,,
2022/7/11,星期一,2022,六月,十三,壬寅,虎,0,丁未,乙丑,,,,,,
2022/7/12,星期二,2022,六月,十四,壬寅,虎,0,丁未,丙寅,,,,,,
2022/7/13,星期三,2022,六月,十五,壬寅,虎,0,丁未,丁卯,,,,,,
2022/7/14,星期四,2022,六月,十六,壬寅,虎,0,丁未,戊辰,,,,,,
2022/7/15,星期五,2022,六月,十七,壬寅,虎,0,丁未,己巳,,,,,,
2022/7/16,星期六,2022,六月,十八,壬寅,虎,0,丁未,庚午,,,,,,初伏第一天
2022/7/17,星期日,2022,六月,十九,壬寅,虎,0,丁未,辛未,,,,,,初伏第二天
2022/7/18,星期一,2022,六月,二十,壬寅,虎,0,丁未,壬申,,,,,,初伏第三天
2022/7/19,星期二,2022,六月,廿一,壬寅,虎,0,丁未,癸酉,,,,,,初伏第四天
2022/7/20,星期三,2022,六月,廿二,壬寅,虎,0,丁未,甲戌,,,,,,初伏第五天
2022/7/21,星期四,2022,六月,廿三,壬寅,虎,0,丁未,乙亥,,,,,,初伏第六天
2022/7/22,星期五,2022,六月,廿四,壬寅,虎,0,丁未,丙子,,,,,,初伏第七天
2022/7/23,星期六,2022,六月,廿五,壬寅,虎,0,丁未,丁丑,大暑,4:06:49,,,,初伏第八天
2022/7/24,星期日,2022,六月,廿六,壬寅,虎,0,丁未,戊寅,,,,,,初伏第九天
2022/7/25,星期一,2022,六月,廿七,壬寅,虎,0,丁未,己卯,,,,,,初伏第十天
2022/7/26,星期二,2022,六月,廿八,壬寅,虎,0,丁未,庚辰,,,,,,中伏第一天
2022/7/27,星期三,2022,六月,廿九,壬寅,虎,0,丁未,辛巳,,,,,,中伏第二天
2022/7/28,星期四,2022,六月,三十,壬寅,虎,0,丁未,壬午,,,,,,中伏第三天
2022/7/29,星期五,2022,七月,初一,壬寅,虎,0,丁未,癸未,,,,,,中伏第四天
2022/7/30,星期六,2022,七月,初二,壬寅,虎,0,丁未,甲申,,,,,,中伏第五天
2022/7/31,星期日,2022,七月,初三,壬寅,虎,0,丁未,乙酉,,,,,,中伏第六天
2022/8/1,星期一,2022,七月,初四,壬寅,虎,0,丁未,丙戌,,,建军节,,,中伏第七天
2022/8/2,星期二,2022,七月,初五,壬寅,虎,0,丁未,丁亥,,,,,,中伏第八天
2022/8/3,星期三,2022,七月,初六,壬寅,虎,0,丁未,戊子,,,,,,中伏第九天
2022/8/4,星期四,2022,七月,初七,壬寅,虎,0,丁未,己丑,,,,七夕,,中伏第十天
2022/8/5,星期五,2022,七月,初八,壬寅,虎,0,丁未,庚寅,,,,,,闰中伏第一天
2022/8/6,星期六,2022,七月,初九,壬寅,虎,0,丁未,辛卯,,,,,,闰中伏第二天
2022/8/7,星期日,2022,七月,初十 ,壬寅,虎,0,戊申,壬辰,立秋,20:28:57,,,,闰中伏第三天
2022/8/8,星期一,2022,七月,十一,壬寅,虎,0,戊申,癸巳,,,,,,闰中伏第四天
2022/8/9,星期二,2022,七月,十二,壬寅,虎,0,戊申,甲午,,,,,,闰中伏第五天
2022/8/10,星期三,2022,七月,十三,壬寅,虎,0,戊申,乙未,,,,,,闰中伏第六天
2022/8/11,星期四,2022,七月,十四,壬寅,虎,0,戊申,丙申,,,,,,闰中伏第七天
2022/8/12,星期五,2022,七月,十五,壬寅,虎,0,戊申,丁酉,,,,,,闰中伏第八天
2022/8/13,星期六,2022,七月,十六,壬寅,虎,0,戊申,戊戌,,,,,,闰中伏第九天
2022/8/14,星期日,2022,七月,十七,壬寅,虎,0,戊申,己亥,,,,,,闰中伏第十天
2022/8/15,星期一,2022,七月,十八,壬寅,虎,0,戊申,庚子,,,,,,末伏第一天
2022/8/16,星期二,2022,七月,十九,壬寅,虎,0,戊申,辛丑,,,,,,末伏第二天
2022/8/17,星期三,2022,七月,二十,壬寅,虎,0,戊申,壬寅,,,,,,末伏第三天
2022/8/18,星期四,2022,七月,廿一,壬寅,虎,0,戊申,癸卯,,,,,,末伏第四天
2022/8/19,星期五,2022,七月,廿二,壬寅,虎,0,戊申,甲辰,,,,,,末伏第五天
2022/8/20,星期六,2022,七月,廿三,壬寅,虎,0,戊申,乙巳,,,,,,末伏第六天
2022/8/21,星期日,2022,七月,廿四,壬寅,虎,0,戊申,丙午,,,,,,末伏第七天
2022/8/22,星期一,2022,七月,廿五,壬寅,虎,0,戊申,丁未,,,,,,末伏第八天
2022/8/23,星期二,2022,七月,廿六,壬寅,虎,0,戊申,戊申,处暑,11:15:59,,,,末伏第九天
2022/8/24,星期三,2022,七月,廿七,壬寅,虎,0,戊申,己酉,,,,,,末伏第十天
2022/8/25,星期四,2022,七月,廿八,壬寅,虎,0,戊申,庚戌,,,,,,
2022/8/26,星期五,2022,七月,廿九,壬寅,虎,0,戊申,辛亥,,,,,,
2022/8/27,星期六,2022,八月,初一,壬寅,虎,0,戊申,壬子,,,,,,
2022/8/28,星期日,2022,八月,初二,壬寅,虎,0,戊申,癸丑,,,,,,
2022/8/29,星期一,2022,八月,初三,壬寅,虎,0,戊申,甲寅,,,,,,
2022/8/30,星期二,2022,八月,初四,壬寅,虎,0,戊申,乙卯,,,,,,
2022/8/31,星期三,2022,八月,初五,壬寅,虎,0,戊申,丙辰,,,,,,
2022/9/1,星期四,2022,八月,初六,壬寅,虎,0,戊申,丁巳,,,,,,
2022/9/2,星期五,2022,八月,初七,壬寅,虎,0,戊申,戊午,,,,,,
2022/9/3,星期六,2022,八月,初八,壬寅,虎,0,戊申,己未,,,,,,
2022/9/4,星期日,2022,八月,初九,壬寅,虎,0,戊申,庚申,,,,,,
2022/9/5,星期一,2022,八月,初十 ,壬寅,虎,0,戊申,辛酉,,,,,,
2022/9/6,星期二,2022,八月,十一,壬寅,虎,0,戊申,壬戌,,,,,,
2022/9/7,星期三,2022,八月,十二,壬寅,虎,0,己酉,癸亥,白露,23:32:07,,,,
2022/9/8,星期四,2022,八月,十三,壬寅,虎,0,己酉,甲子,,,,,,
2022/9/9,星期五,2022,八月,十四,壬寅,虎,0,己酉,乙丑,,,,,,
2022/9/10,星期六,2022,八月,十五,壬寅,虎,0,己酉,丙寅,,,,中秋节,,
2022/9/11,星期日,2022,八月,十六,壬寅,虎,0,己酉,丁卯,,,,,,
2022/9/12,星期一,2022,八月,十七,壬寅,虎,0,己酉,戊辰,,,,,,
2022/9/13,星期二,2022,八月,十八,壬寅,虎,0,己酉,己巳,,,,,,
2022/9/14,星期三,2022,八月,十九,壬寅,虎,0,己酉,庚午,,,,,,
2022/9/15,星期四,2022,八月,二十,壬寅,虎,0,己酉,辛未,,,,,,
2022/9/16,星期五,2022,八月,廿一,壬寅,虎,0,己酉,壬申,,,,,,
2022/9/17,星期六,2022,八月,廿二,壬寅,虎,0,己酉,癸酉,,,,,,
2022/9/18,星期日,2022,八月,廿三,壬寅,虎,0,己酉,甲戌,,,,,,
2022/9/19,星期一,2022,八月,廿四,壬寅,虎,0,己酉,乙亥,,,,,,
2022/9/20,星期二,2022,八月,廿五,壬寅,虎,0,己酉,丙子,,,,,,
2022/9/21,星期三,2022,八月,廿六,壬寅,虎,0,己酉,丁丑,,,,,,
2022/9/22,星期四,2022,八月,廿七,壬寅,虎,0,己酉,戊寅,,,,,,
2022/9/23,星期五,2022,八月,廿八,壬寅,虎,0,己酉,己卯,秋分,9:03:31,农民丰收节,,,
2022/9/24,星期六,2022,八月,廿九,壬寅,虎,0,己酉,庚辰,,,,,,
2022/9/25,星期日,2022,八月,三十,壬寅,虎,0,己酉,辛巳,,,,,,
2022/9/26,星期一,2022,九月,初一,壬寅,虎,0,己酉,壬午,,,,,,
2022/9/27,星期二,2022,九月,初二,壬寅,虎,0,己酉,癸未,,,,,,
2022/9/28,星期三,2022,九月,初三,壬寅,虎,0,己酉,甲申,,,,,,
2022/9/29,星期四,2022,九月,初四,壬寅,虎,0,己酉,乙酉,,,,,,
2022/9/30,星期五,2022,九月,初五,壬寅,虎,0,己酉,丙戌,,,,,,
2022/10/1,星期六,2022,九月,初六,壬寅,虎,0,己酉,丁亥,,,国庆节,,,
2022/10/2,星期日,2022,九月,初七,壬寅,虎,0,己酉,戊子,,,,,,
2022/10/3,星期一,2022,九月,初八,壬寅,虎,0,己酉,己丑,,,,,,
2022/10/4,星期二,2022,九月,初九,壬寅,虎,0,己酉,庚寅,,,,重阳节,,
2022/10/5,星期三,2022,九月,初十 ,壬寅,虎,0,己酉,辛卯,,,,,,
2022/10/6,星期四,2022,九月,十一,壬寅,虎,0,己酉,壬辰,,,,,,
2022/10/7,星期五,2022,九月,十二,壬寅,虎,0,己酉,癸巳,,,,,,
2022/10/8,星期六,2022,九月,十三,壬寅,虎,0,庚戌,甲午,寒露,15:22:16,,,,
2022/10/9,星期日,2022,九月,十四,壬寅,虎,0,庚戌,乙未,,,,,,
2022/10/10,星期一,2022,九月,十五,壬寅,虎,0,庚戌,丙申,,,,,,
2022/10/11,星期二,2022,九月,十六,壬寅,虎,0,庚戌,丁酉,,,,,,
2022/10/12,星期三,2022,九月,十七,壬寅,虎,0,庚戌,戊戌,,,,,,
